,txn_id,date,city,property_type,agent,listed_price,sold_price,appraised_value,days_on_market,buyer_city,buyer_txn_count,price_ratio,flag_price_flip,value_ratio,flag_undervalue,zscore_sold,flag_zscore_outlier,sold_speed,flag_volume,fraud_score
157,TXN-0158,2025-11-08,Quezon City,Vacant Lot,Agent_A,3992776.85,3536186.98,3690801.82,91,Quezon City,2,0.8856,False,0.9581,False,0.728,False,average,False,0
158,TXN-0159,2025-08-23,Manila,Condo,Agent_D,5580434.26,4757126.58,5597594.91,91,Manila,1,0.8525,False,0.8499,False,-0.0456,False,average,False,0
159,TXN-0160,2025-01-01,Quezon City,Townhouse,Agent_B,6779977.87,5953478.82,7008076.53,164,Quezon City,1,0.8781,False,0.8495,False,0.1528,False,slow,False,0
160,TXN-0161,2025-09-27,Quezon City,Commercial,Agent_E,18853798.81,17129959.41,18741185.36,129,Quezon City,1,0.9086,False,0.914,False,-0.0245,False,slow,False,0
161,TXN-0162,2025-01-09,Davao,Condo,Agent_C,3446755.55,3269473.95,3173540.8,178,Davao,1,0.9486,False,1.0302,False,-0.6427,False,slow,False,0
162,TXN-0163,2025-01-23,Davao,Commercial,Agent_C,25337721.64,22202517.33,26752289.11,148,Davao,1,0.8763,False,0.8299,False,0.7677,False,slow,False,0
163,TXN-0164,2025-04-04,Cebu,Condo,Agent_F,6657142.4,6115596.76,6382125.96,41,Cebu,2,0.9187,False,0.9582,False,0.4998,False,fast,False,0
164,TXN-0165,2025-06-11,Davao,Commercial,Agent_D,29728067.56,27690345.42,28261366.55,78,Manila,2,0.9315,False,0.9798,False,1.6247,False,average,False,0
165,TXN-0166,2025-06-19,Davao,Condo,Agent_C,4621708.3,4205769.65,4566004.36,128,Davao,1,0.91,False,0.9211,False,-0.2669,False,slow,False,0
166,TXN-0167,2025-12-21,Makati,Townhouse,Agent_E,4500405.22,3881112.23,4432448.8,140,Makati,2,0.8624,False,0.8756,False,-0.7972,False,slow,False,0
167,TXN-0168,2025-10-07,Davao,Townhouse,Agent_A,3100516.83,2942817.98,2980524.26,139,Makati,1,0.9491,False,0.9873,False,-1.2274,False,slow,False,0
168,TXN-0169,2025-01-22,Taguig,Townhouse,Agent_E,9986129.48,8899471.86,10944852.39,44,Taguig,1,0.8912,False,0.8131,False,1.5033,False,fast,False,0
169,TXN-0170,2025-09-20,Taguig,House & Lot,Agent_A,4713353.62,4435906.47,4978538.18,38,Cebu,2,0.9411,False,0.891,False,-1.0819,False,fast,False,0
170,TXN-0171,2025-07-07,Davao,Vacant Lot,Agent_E,645733.96,563735.9,639266.62,124,Davao,2,0.873,False,0.8818,False,-1.8224,False,slow,False,0
171,TXN-0172,2025-10-21,Cebu,Commercial,Agent_C,14950851.15,14164946.36,14202147.37,59,Cebu,1,0.9474,False,0.9974,False,-0.4876,False,fast,False,0
172,TXN-0173,2025-07-18,Quezon City,Condo,Agent_C,6649786.9,6354574.08,6270177.73,103,Quezon City,3,0.9556,False,1.0135,False,0.5957,False,average,False,0
173,TXN-0174,2025-04-13,Manila,House & Lot,Agent_A,8424512.22,8296475.26,8332029.93,52,Manila,3,0.9848,False,0.9957,False,0.1156,False,fast,False,0
174,TXN-0175,2025-06-13,Taguig,Townhouse,Agent_F,2987043.09,2781910.01,3220828.01,70,Taguig,3,0.9313,False,0.8637,False,-1.3011,False,fast,False,0
175,TXN-0176,2025-11-23,Cebu,Townhouse,Agent_E,4181812.11,4172486.18,4426084.86,90,Cebu,1,0.9978,False,0.9427,False,-0.6637,False,average,False,0
176,TXN-0177,2025-10-11,Quezon City,Townhouse,Agent_D,8527462.95,7953965.83,8718390.05,52,Makati,3,0.9327,False,0.9123,False,1.0699,False,fast,False,0
177,TXN-0178,2025-09-03,Quezon City,Vacant Lot,Agent_D,4205027.3,3620791.77,4602301.23,48,Quezon City,1,0.8611,False,0.7867,False,0.8006,False,fast,False,0
178,TXN-0179,2025-06-26,Cebu,Commercial,Agent_F,19694649.76,19008630.86,18233436.57,158,Cebu,1,0.9652,False,1.0425,False,0.2689,False,slow,False,0
179,TXN-0180,2025-03-05,Quezon City,House & Lot,Agent_C,4975884.96,4470330.63,5184207.48,118,Quezon City,13,0.8984,False,0.8623,False,-1.0713,False,slow,True,1
180,TXN-0181,2025-05-26,Manila,Townhouse,Agent_B,7262928.19,6773597.21,6718455.94,107,Manila,13,0.9326,False,1.0082,False,0.5287,False,average,True,1
181,TXN-0182,2025-11-25,Cebu,Commercial,Agent_E,8854856.67,8401575.95,9245590.98,2,Cebu,1,0.9488,False,0.9087,False,-1.3876,False,fast,False,0
182,TXN-0183,2025-01-15,Manila,Condo,Agent_F,6626134.21,15639102.72,6242889.71,176,Manila,1,2.3602,True,2.5051,False,4.3227,True,slow,False,2
183,TXN-0184,2025-09-12,Taguig,Commercial,Agent_C,21047682.23,18844287.03,19973736.5,133,Manila,14,0.8953,False,0.9435,False,0.2432,False,slow,True,1
184,TXN-0185,2025-03-22,Makati,Vacant Lot,Agent_D,2589989.71,2333655.54,2405410.83,1,Makati,2,0.901,False,0.9702,False,-0.3038,False,,False,0
185,TXN-0186,2025-07-24,Cebu,Townhouse,Agent_E,6712384.12,6026830.76,6667374.32,0,Cebu,1,0.8979,False,0.9039,False,0.1864,False,,False,0
186,TXN-0187,2025-01-26,Davao,Vacant Lot,Agent_E,2381606.35,2368276.21,2573235.55,0,Davao,2,0.9944,False,0.9203,False,-0.2741,False,,False,0
187,TXN-0188,2025-04-08,Cebu,Vacant Lot,Agent_E,2600668.03,2553495.42,2599300.22,3,Cebu,1,0.9819,False,0.9824,False,-0.1152,False,fast,False,0
188,TXN-0189,2025-05-04,Cebu,Commercial,Agent_C,6216453.32,5546341.1,6337697.5,3,Manila,2,0.8922,False,0.8751,False,-1.8335,False,fast,False,0
189,TXN-0190,2025-08-09,Cebu,Townhouse,Agent_F,5243332.3,1622562.11,4766443.25,43,Cebu,1,0.3095,False,0.3404,True,-1.8326,False,fast,False,1
190,TXN-0191,2025-10-11,Davao,Condo,Agent_D,5025533.17,4847933.93,4804128.96,2,Manila,1,0.9647,False,1.0091,False,-0.0091,False,fast,False,0
191,TXN-0192,2025-06-23,Quezon City,Townhouse,Agent_B,3992934.11,1285127.16,3992996.32,41,Taguig,1,0.3219,False,0.3218,True,-1.9873,False,fast,False,1
192,TXN-0193,2025-08-31,Quezon City,Vacant Lot,Agent_B,3228172.35,1086283.6,3117101.17,111,Quezon City,2,0.3365,False,0.3485,True,-1.3741,False,slow,False,1
193,TXN-0194,2025-06-03,Quezon City,Townhouse,Agent_E,8712170.39,3880748.13,9075885.74,106,Quezon City,1,0.4454,False,0.4276,True,-0.7974,False,average,False,1
194,TXN-0195,2025-06-19,Taguig,Condo,Agent_D,5502212.85,9080285.02,5750169.21,36,Taguig,1,1.6503,True,1.5791,False,1.6899,False,fast,False,1
195,TXN-0196,2025-12-02,Quezon City,Commercial,Agent_B,23035002.81,21595971.44,21517051.69,3,Taguig,1,0.9375,False,1.0037,False,0.6729,False,fast,False,0
196,TXN-0197,2025-10-21,Taguig,Condo,Agent_B,2113624.21,5330112.13,1966275.54,82,Taguig,2,2.5218,True,2.7108,False,0.1844,False,average,False,1
197,TXN-0198,2025-08-30,Taguig,Condo,Agent_F,2828494.91,821686.26,2729525.61,152,Taguig,1,0.2905,False,0.301,True,-1.6254,False,slow,False,1
198,TXN-0199,2025-03-30,Makati,Commercial,Agent_C,18656830.48,7638569.22,20028683.66,97,Makati,1,0.4094,False,0.3814,True,-1.5068,False,average,False,1
199,TXN-0200,2025-05-07,Davao,Commercial,Agent_C,10621675.95,10578515.77,10191741.45,103,Davao,15,0.9959,False,1.0379,False,-1.0476,False,average,True,1
