order_id,order_date,quarter_month,order_time,order_time_by_category_python,order_time_category_excel,region,islands,category,product_name,quantity,unit_price,total_cost,shipping_cost,discount,final_amount,payment_method,shipping_type,status,customer_rating,delivered_rating,accept_rating,anomaly_remarks
ORD-01072,12/21/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,9:57,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Central Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 643,1,3277.9,3277.9,139.62,423.52,2994,COD,Express,Processing,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01073,2/10/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,19:55,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Davao Region,mindanao,Toys,Toys Item 570,10,1543.24,15432.4,195.79,1074.97,14553.22,Maya,Standard,Cancelled,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01074,12/12/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,17:10,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Davao Region,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 567,8,4940.73,39525.84,124.79,11407.5,28243.13,Maya,Express,Cancelled,4,4,0,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01075,2/24/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,7:24,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 381,6,4964.19,29785.14,123.81,8738.46,21170.49,Credit Card,Standard,Returned,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01076,5/26/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,7:38,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 743,4,1260.74,5042.96,219.44,1090.68,4171.72,Credit Card,Standard,Shipped,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,False
ORD-01077,1/18/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,18:23,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Home & Living,Home & Living Item 997,2,5102.77,10205.54,153.88,614.77,9744.65,Maya,Same Day,Processing,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01078,9/3/2024,Q3,9:47,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 966,2,196.83,393.66,238.54,26.64,605.56,Bank Transfer,Same Day,Delivered,4,4,4,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01079,1/8/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,8:34,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 210,8,3795.26,30362.08,115.54,3470.62,27007,GrabPay,Express,Cancelled,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01080,11/13/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,17:20,Afternoon,Afternoon,Northern Mindanao,mindanao,Health,Health Item 219,4,3213.48,12853.92,166.07,2703.48,10316.51,GCash,Standard,Delivered,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01081,9/9/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,3:06,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Beauty,Beauty Item 529,9,1415.57,12740.13,217.62,2840.31,10117.44,Bank Transfer,Express,Cancelled,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01082,9/7/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,19:26,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 201,1,1894.7,1894.7,161.17,134.21,1921.66,GrabPay,Same Day,Returned,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01083,2/1/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,12:17,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Beauty,Beauty Item 121,2,2490.15,4980.3,72.92,316.91,4736.31,Credit Card,Same Day,Processing,2,2,0,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01084,10/16/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,6:04,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 102,4,16354.53,65418.12,108.25,15197.32,50329.05,Maya,Express,Processing,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01085,5/8/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,5:07,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Davao Region,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 153,454,39527.36,17945421.44,197.21,84959.46,17860659.19,GCash,Economy,Returned,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01086,2/2/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,15:28,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 408,9,931.41,8382.69,105.39,1546.87,6941.21,COD,Standard,Delivered,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01087,7/24/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,13:43,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 167,8,2329.1,18632.8,274.82,1800.55,17107.07,GCash,Same Day,Returned,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01088,10/7/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,22:20,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 973,10,1415.77,14157.7,201.36,421.24,13937.82,GrabPay,Express,Cancelled,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01089,4/26/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,13:21,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Books,Books Item 256,7,278.37,1948.59,156.69,388.81,1716.47,GrabPay,Economy,Delivered,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01090,2/13/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,2:27,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 786,6,2870.58,17223.48,196.62,2901.74,14518.36,Credit Card,Economy,Shipped,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01091,1/27/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,9:38,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 458,6,4157.82,24946.92,88.68,3608.74,21426.86,Bank Transfer,Same Day,Delivered,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01092,10/20/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,7:51,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 723,9,2473.44,22260.96,203.39,4292.13,18172.22,GrabPay,Same Day,Delivered,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01093,5/19/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,22:48,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 245,6,1614.96,9689.76,85.81,1910.85,7864.72,GrabPay,Standard,Delivered,5,5,5,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01094,4/20/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,12:26,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Books,Books Item 186,6,570.71,3424.26,131.1,967.09,2588.27,Credit Card,Express,Processing,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01095,1/26/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,21:05,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 216,8,3988.16,31905.28,160.51,2614.64,29451.15,Maya,Economy,Delivered,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01096,12/13/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,21:37,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,NCR,luzon,Books,Books Item 309,9,211.31,1901.79,148.82,341.94,1708.67,Maya,Express,Processing,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,False
ORD-01097,5/28/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,10:07,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 672,8,9196.89,73575.12,145.05,15531.81,58188.36,GrabPay,Same Day,Delivered,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01098,1/22/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,13:01,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Books,Books Item 396,2,927.27,1854.54,193.35,394.74,1653.15,Credit Card,Economy,Delivered,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01099,3/28/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,19:29,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 505,2,256.43,512.86,158.92,61.61,610.17,Maya,Same Day,Processing,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01100,3/27/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,2:32,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 341,9,4548.43,40935.87,137.34,8932.77,32140.44,Credit Card,Express,Shipped,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01101,3/29/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,19:09,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 559,3,3214.15,9642.45,165.99,1630.74,8177.7,GrabPay,Same Day,Shipped,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01102,8/13/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,2:30,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Books,Books Item 562,5,948.42,4742.1,137.99,105.55,4774.54,Credit Card,Standard,Shipped,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01103,2/9/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,20:55,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 560,10,2045.52,20455.2,195.08,5855.7,14794.58,Bank Transfer,Express,Shipped,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01104,8/31/2024,Q3,16:09,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 761,8,45006.78,360054.24,135.86,77157.7,283032.4,GCash,Standard,Processing,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01105,8/12/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,16:33,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 153,3,4597.89,13793.67,146.85,3204.81,10735.71,GrabPay,Same Day,Delivered,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01106,2/18/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,17:43,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 441,5,2569.54,12847.7,291.1,2323,10815.8,Credit Card,Express,Shipped,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01107,12/1/2024,Q4,22:42,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Western Visayas,visaya,Toys,Toys Item 932,3,2820.21,8460.63,127.4,956.08,7631.95,GCash,Standard,Cancelled,5,5,0,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01108,7/4/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,0:23,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 258,3,2865.51,8596.53,241.54,495.17,8342.9,Credit Card,Same Day,Delivered,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01109,10/3/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,23:56,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 266,1,17589.66,17589.66,204.51,3151.61,14642.56,GCash,Express,Cancelled,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01110,7/29/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,11:43,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Central Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Beauty,Beauty Item 416,8,2281.93,18255.44,245.95,1281.55,17219.84,COD,Express,Shipped,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01111,8/13/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,14:49,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,SOCCSKSARGEN,mindanao,Sports,Sports Item 241,7,3465.55,24258.85,90.51,1453.33,22896.03,Maya,Standard,Cancelled,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01112,10/10/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,3:45,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 950,2,15380.78,30761.56,118.2,8354.59,22525.17,COD,Standard,Processing,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01113,6/27/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,0:26,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 426,7,12171.01,85197.07,298.63,9582.44,75913.26,Credit Card,Same Day,Processing,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01114,1/20/2024,Q1,9:58,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Books,Books Item 362,3,783.3,2349.9,203.84,638.6,1915.14,GCash,Express,Returned,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01115,9/27/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,13:07,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 164,4,572.45,2289.8,154.96,545.36,1899.4,Credit Card,Economy,Returned,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01116,1/9/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,20:32,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 526,4,1527.23,6108.92,50.39,646.6,5512.71,GCash,Standard,Returned,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01117,2/4/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,16:34,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 359,9,8113.85,73024.65,167.53,13925.89,59266.29,GrabPay,Standard,Shipped,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01118,6/25/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,7:46,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 950,10,1796.09,17960.9,61.08,2942.07,15079.91,GrabPay,Economy,Cancelled,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01119,3/10/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,2:45,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Davao Region,Function 'define_island' not found in workbook settings or app-functions.json,Books,Books Item 627,1,209.14,209.14,99.87,2.63,306.38,COD,Economy,Shipped,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01120,11/27/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,6:18,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 861,1,697.25,697.25,81.12,76.98,701.39,COD,Economy,Shipped,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01121,9/11/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,22:31,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 658,9,211.09,1899.81,156.12,245.42,1810.51,Maya,Same Day,Delivered,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01122,6/16/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,21:18,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 844,8,3523.71,28189.68,222.44,2973,25439.12,Maya,Economy,Shipped,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01123,2/8/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,21:40,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 794,6,2274.7,13648.2,90,127.5,13610.7,COD,Standard,Processing,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01124,4/30/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,20:23,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 480,7,113.15,792.05,88.36,106.91,773.5,COD,Standard,Returned,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01125,9/28/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,11:25,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 675,5,271.22,1356.1,233.92,203.03,1386.99,Credit Card,Same Day,Shipped,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01126,4/19/2024,Q2,19:18,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Books,Books Item 189,4,1301.32,5205.28,163.01,1403.36,3964.93,GrabPay,Same Day,Shipped,1,1,1,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01127,10/8/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,17:18,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 329,3,7433.13,22299.39,209.43,5309.68,17199.14,Credit Card,Express,Processing,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01128,9/9/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,0:23,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 167,10,16171.4,161714,187.91,29688.19,132213.72,Maya,Economy,Cancelled,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01129,7/29/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,13:52,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 452,2,1653.44,3306.88,68.54,462.14,2913.28,GCash,Express,Processing,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01130,9/14/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,1:53,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 631,9,990.35,8913.15,130.67,1896.72,7147.1,Maya,Standard,Shipped,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01131,11/21/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,17:17,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Home & Living,Home & Living Item 257,5,1673.4,8367,210.25,1485.5,7091.75,GCash,Same Day,Returned,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01132,1/15/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,2:02,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 742,5,3858.1,19290.5,154.15,3697.94,15746.71,Bank Transfer,Same Day,Shipped,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01133,5/5/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,21:25,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 721,80,1433.03,114642.4,153.91,15973.43,98822.88,GCash,Same Day,Shipped,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01134,7/23/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,4:48,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Central Visayas,visaya,Groceries,Groceries Item 244,9,672.28,6050.52,166.62,485.5,5731.64,Credit Card,Standard,Shipped,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01135,11/11/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,13:15,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Home & Living,Home & Living Item 578,6,10900.59,65403.54,97.46,3126.47,62374.53,COD,Same Day,Cancelled,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01136,2/16/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,12:32,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Books,Books Item 392,4,626.41,2505.64,62.64,372.01,2196.27,Bank Transfer,Standard,Delivered,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01137,3/9/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,8:46,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 395,7,831.13,5817.91,192.57,339.75,5670.73,Credit Card,Economy,Returned,4,4,0,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
