Transaction_ID,Date,Department,Category,Type,Amount,Status
TRX-1416,7/20/2023,IT,Office Supplies,Expense,-91.33,
TRX-1417,7/6/2023,Operations,Office Supplies,Expense,"-3,272.72",
TRX-1418,22-07-2023,Marketing,Consulting,Expense,-415.65,
TRX-1419,11/5/2023,HR,Travel,Expense,-189.21,
TRX-1420,3/9/2023,HR,Payroll,Expense,"-2,245.55",
TRX-1421,13-07-2023,IT,Office Supplies,Income ,"4,558.72",
TRX-1422,,Marketing,CONSULTING,Income ,,
TRX-1423,,HR,Payroll,Income,458.62,
TRX-1424,4/8/2023,Marketing,Travel,Income,"4,158.79",
TRX-1425,8/26/2023,IT,Office Supplies,Expense,"-1,031.21",
TRX-1426,2/8/2023,HR,Consulting,Expense,-844.13,
TRX-1427,27-01-2023,Sales,Consulting,Expense,"-2,579.55",
TRX-1428,3/27/2023,Marketing,Office Supplies,Income,"1,333.83",
TRX-1429,8/15/2023,Operations,Office Supplies,Expense,"-4,101.34",
TRX-1430,10/29/2023,Marketing,Software,Income,"4,624.63",
TRX-1431,7/7/2023,IT,Consulting,Expense,"-2,665.26",
TRX-1432,10/10/2023,Sales,Payroll,Income,"3,439.60",
TRX-1433,1/1/2024,Sales,TRAVEL,Income ,"4,252.85",
TRX-1434,2/21/2023,Sales,PAYROLL,Expense,"-1,786.80",
TRX-1435,1/4/2023,IT,Software,Income,"2,316.24",
TRX-1436,9/22/2023,Sales,Consulting,Income ,"2,260.95",
TRX-1437,4/3/2023,IT,Software,Income,"1,625.62",
TRX-1438,3/4/2023,IT,office supplies,Expense,"-2,237.89",
TRX-1439,3/6/2023,IT,PAYROLL,Expense,"-4,716.15",
TRX-1440,7/10/2023,Sales,Travel,Expense,"-2,710.00",
TRX-1441,10/17/2023,IT,Payroll,Income ,245.04,
TRX-1442,24-04-2023,Marketing,Travel,Expense,-396.69,
TRX-1443,14-07-2023,Operations,payroll,Income,"1,179.54",
TRX-1444,21-02-2023,Marketing,Consulting,Income,675.16,
TRX-1445,7/1/2023,Operations,payroll,Income,"1,245.74",
TRX-1446,10/25/2023,Operations,Travel,Income ,"1,300.98",
TRX-1447,12/24/2023,Sales,Consulting,Expense,"-3,548.05",
TRX-1448,9/30/2023,Operations,office supplies,Income,"3,842.17",
TRX-1449,12/9/2023,Operations,travel,Income,"2,381.65",
TRX-1450,30-12-2023,Sales,office supplies,Income,852.19,
TRX-1451,8/1/2023,HR,Software,Expense,"-3,742.71",
TRX-1452,,IT,Office Supplies,Expense,-788.08,
TRX-1453,3/24/2023,Marketing,Office Supplies,Income ,"4,537.88",
TRX-1454,7/21/2023,HR,software,Expense,"-2,060.32",
TRX-1455,13-07-2023,Operations,Office Supplies,Income,617.53,
TRX-1456,8/1/2023,Operations,Office Supplies,Expense,"-2,130.49",
TRX-1457,,Marketing,Office Supplies,Income,"2,270.32",
TRX-1458,7/19/2023,Marketing,Consulting,Income,,
TRX-1459,11/1/2023,Operations,Office Supplies,Expense,"-4,053.73",
TRX-1460,3/25/2023,Operations,Software,Income ,"1,727.41",
TRX-1461,11/10/2023,IT,Consulting,Expense,"-4,756.52",
TRX-1462,,Sales,Software,Expense,"-2,049.03",
TRX-1463,1/31/2023,Sales,Office Supplies,Expense,"-4,168.67",
TRX-1464,19-01-2023,Marketing,Software,Income ,"2,277.07",
TRX-1465,7/19/2023,Marketing,Software,Income,,
TRX-1466,12/31/2023,Marketing,Software,Expense,"-2,423.44",
TRX-1467,20-02-2023,Marketing,Software,Income ,"3,388.20",
TRX-1468,8/11/2023,Sales,CONSULTING,Expense,"-3,895.58",
TRX-1469,10/2/2023,IT,Consulting,Expense,-881.12,
TRX-1470,11/6/2023,Marketing,Consulting,Expense,,
TRX-1471,6/14/2023,Sales,Travel,Expense,"-3,869.53",
TRX-1472,10/17/2023,Sales,Payroll,Expense,-345.28,
TRX-1473,27-02-2023,Operations,Office Supplies,Income ,416.79,
TRX-1474,5/15/2023,Operations,Office Supplies,Income ,830.34,
TRX-1475,3/6/2023,Marketing,office supplies,Expense,"-2,557.79",
TRX-1476,12/30/2023,HR,Software,Income ,"3,390.26",
TRX-1477,5/20/2023,HR,PAYROLL,Expense,"-3,517.31",
TRX-1478,1/6/2023,Operations,consulting,Expense,"-2,269.00",
TRX-1479,2/27/2023,Marketing,Travel,Income,"1,777.35",
TRX-1480,3/3/2023,HR,Payroll,Income,401.99,
TRX-1481,7/14/2023,IT,OFFICE SUPPLIES,Income,"1,880.64",
TRX-1482,10/28/2023,IT,Consulting,Expense,"-3,740.26",
TRX-1483,5/13/2023,Operations,Office Supplies,Income,"2,681.07",
TRX-1484,27-05-2023,Marketing,Office Supplies,Income ,"4,826.33",
TRX-1485,30-08-2023,HR,Payroll,Income,"2,406.75",
TRX-1486,9/21/2023,HR,Consulting,Income,"2,686.78",
TRX-1487,5/26/2023,Sales,office supplies,Income ,553.05,
TRX-1488,4/17/2023,Operations,Software,Income ,752.91,
TRX-1489,12/11/2023,Marketing,PAYROLL,Income ,873.96,
TRX-1490,21-02-2023,IT,OFFICE SUPPLIES,Expense,"-3,910.36",
TRX-1491,,HR,PAYROLL,Expense,-444.29,
TRX-1492,7/10/2023,Operations,software,Income,"3,475.07",
TRX-1493,1/26/2023,Sales,office supplies,Income ,234.27,
TRX-1494,4/4/2023,Sales,Software,Expense,,
TRX-1495,19-03-2023,Marketing,software,Expense,-506.01,
TRX-1496,6/19/2023,IT,Consulting,Expense,"-3,304.73",
TRX-1497,11/14/2023,Marketing,software,Income,732.11,
TRX-1498,11/29/2023,IT,Consulting,Expense,"-4,699.54",
TRX-1499,11/12/2023,HR,Office Supplies,Expense,"-4,521.16",
TRX-1500,2/3/2023,HR,Travel,Expense,-549.61,
TRX-1501,3/11/2023,Sales,Payroll,Income,"3,242.15",
TRX-1502,9/6/2023,Marketing,Consulting,Income,"4,136.60",
TRX-1503,27-02-2023,Operations,Consulting,Expense,"-3,480.45",
TRX-1504,5/27/2023,Sales,Payroll,Expense,-236.97,
TRX-1505,8/2/2023,Sales,Software,Income ,"4,050.31",
TRX-1506,2/4/2023,HR,Consulting,Income,"1,197.72",
TRX-1507,12/9/2023,Operations,SOFTWARE,Expense,"-2,917.05",
TRX-1508,,Operations,Software,Income ,"1,157.82",
TRX-1509,2/15/2023,Marketing,Software,Expense,-999.27,
TRX-1510,12/26/2023,Operations,Software,Income,"2,311.56",
TRX-1511,12/2/2023,Sales,OFFICE SUPPLIES,Income ,"4,229.14",
TRX-1512,7/3/2023,HR,Software,Expense,"-4,021.46",
TRX-1513,28-04-2023,Marketing,Travel,Expense,"-4,152.04",
TRX-1514,5/5/2023,IT,Consulting,Expense,"-3,442.07",
TRX-1515,8/28/2023,Sales,Travel,Income,"4,226.80",
TRX-1516,4/18/2023,Marketing,Travel,Income,"4,385.19",
TRX-1517,2/4/2023,Sales,software,Expense,"-4,362.07",
TRX-1518,13-10-2023,Marketing,travel,Expense,"-2,004.73",
TRX-1519,15-03-2023,HR,travel,Income,"1,967.56",
TRX-1520,15-07-2023,Marketing,Travel,Expense,-646.69,
TRX-1521,4/23/2023,Sales,Travel,Expense,"-3,956.31",
TRX-1522,5/20/2023,IT,Payroll,Expense,"-1,693.88",
TRX-1523,4/8/2023,Operations,Consulting,Income ,540.54,
TRX-1524,6/24/2023,Operations,Software,Expense,"-1,138.81",
TRX-1525,4/23/2023,Marketing,Consulting,Expense,"-1,194.68",
TRX-1526,12/14/2023,IT,PAYROLL,Income,911.35,
TRX-1527,9/4/2023,Marketing,Travel,Expense,"-3,045.07",
TRX-1528,5/6/2023,IT,Travel,Income,"3,498.19",
TRX-1529,10/13/2023,Sales,Travel,Income ,"2,452.24",
TRX-1530,3/16/2023,Marketing,consulting,Expense,"-2,795.05",
TRX-1531,17-12-2023,Marketing,Office Supplies,Income,385.35,
TRX-1532,29-03-2023,Operations,PAYROLL,Income,"1,923.96",
TRX-1533,2/21/2023,Marketing,Office Supplies,Expense,"-4,274.50",
TRX-1534,4/20/2023,Operations,Consulting,Income ,"1,127.84",
TRX-1535,2/19/2023,Marketing,office supplies,Expense,-434.20,
TRX-1536,,Marketing,software,Income,"4,891.75",
TRX-1537,5/7/2023,HR,Office Supplies,Expense,"-1,728.37",
TRX-1538,,IT,Payroll,Income,"3,464.62",
TRX-1539,11/16/2023,Marketing,Travel,Expense,-356.32,
TRX-1540,2/21/2023,Sales,office supplies,Income ,"4,268.72",
TRX-1541,4/7/2023,IT,Travel,Expense,"-3,045.93",
TRX-1542,9/12/2023,Marketing,Software,Expense,"-2,257.11",
TRX-1543,7/6/2023,HR,Travel,Income,"2,097.44",
TRX-1544,,IT,consulting,Expense,"-4,342.71",
TRX-1545,11/10/2023,Operations,Payroll,Expense,"-4,431.39",
TRX-1546,4/18/2023,Sales,Travel,Income ,"4,967.79",
TRX-1547,3/26/2023,Sales,consulting,Expense,"-4,707.54",
TRX-1548,4/6/2023,Sales,Office Supplies,Income,"1,580.18",
TRX-1549,12/18/2023,HR,Office Supplies,Expense,-855.97,
TRX-1550,3/21/2023,Operations,Payroll,Expense,"-3,361.76",
TRX-1551,10/9/2023,Sales,software,Income ,"2,826.06",
TRX-1552,6/5/2023,Sales,CONSULTING,Expense,"-4,434.52",
TRX-1553,10/27/2023,Sales,Payroll,Expense,,
TRX-1554,12/9/2023,Sales,Travel,Expense,-788.73,
TRX-1555,9/19/2023,IT,Office Supplies,Expense,"-2,344.07",
TRX-1556,16-03-2023,Marketing,Consulting,Income,"3,605.48",
TRX-1557,3/17/2023,Sales,Payroll,Expense,"-1,220.68",
TRX-1558,23-11-2023,Sales,CONSULTING,Income,,
TRX-1559,7/4/2023,Sales,TRAVEL,Income,"1,256.92",
TRX-1560,1/4/2023,HR,TRAVEL,Expense,"-2,453.03",
TRX-1561,3/14/2023,HR,SOFTWARE,Income,"1,332.31",
TRX-1562,12/13/2023,Marketing,payroll,Income ,"4,391.79",
TRX-1563,12/4/2023,Sales,Payroll,Income ,"1,018.21",
TRX-1564,9/27/2023,Sales,Software,Expense,"-3,412.89",
TRX-1565,4/3/2023,IT,consulting,Expense,"-1,801.01",
TRX-1566,7/8/2023,Marketing,Consulting,Income,,
TRX-1567,7/14/2023,IT,Office Supplies,Income,"4,125.75",
TRX-1568,6/11/2023,Operations,Payroll,Income,"4,463.85",
TRX-1569,20-04-2023,Sales,Software,Expense,,
TRX-1570,3/1/2023,Operations,Consulting,Income,"1,341.01",
TRX-1571,8/20/2023,Marketing,Office Supplies,Income,211.64,
TRX-1572,4/24/2023,Sales,Software,Income ,"3,047.20",
TRX-1573,11/20/2023,HR,Consulting,Income,"4,040.92",
TRX-1574,10/3/2023,Marketing,software,Expense,-805.60,
TRX-1575,23-12-2023,IT,Office Supplies,Expense,"-2,951.63",
TRX-1576,3/5/2023,Sales,software,Income,74.61,
TRX-1577,5/17/2023,Sales,Travel,Expense,"-1,362.80",
TRX-1578,14-05-2023,Sales,Payroll,Income,"2,667.75",
TRX-1579,2/5/2023,HR,Consulting,Expense,"-3,036.44",
TRX-1580,13-02-2023,HR,Office Supplies,Expense,"-3,298.57",
TRX-1581,4/9/2023,Sales,payroll,Expense,-164.13,
TRX-1582,7/31/2023,Operations,Software,Income ,232.67,
TRX-1583,7/19/2023,Operations,Software,Expense,"-2,929.16",
TRX-1584,10/19/2023,HR,TRAVEL,Income,,
TRX-1585,5/6/2023,Sales,Office Supplies,Income,"3,731.99",
TRX-1586,12/31/2023,Marketing,Software,Income ,"3,188.99",
TRX-1587,4/6/2023,Operations,Travel,Expense,-129.10,
TRX-1588,8/8/2023,Operations,consulting,Income ,"4,025.13",
TRX-1589,23-11-2023,IT,Office Supplies,Income ,"3,747.10",
TRX-1590,10/8/2023,Operations,Consulting,Income,230.08,
TRX-1591,3/20/2023,Marketing,Software,Expense,"-3,878.95",
TRX-1592,8/31/2023,IT,payroll,Income,"3,078.23",
TRX-1593,2/17/2023,Sales,TRAVEL,Income ,,
TRX-1594,2/25/2023,HR,Office Supplies,Income,"3,260.36",
TRX-1595,2/4/2023,Operations,Travel,Expense,"-4,896.99",
TRX-1596,,Sales,Payroll,Income,"4,028.42",
TRX-1597,8/12/2023,HR,Consulting,Expense,"-3,217.66",
TRX-1598,1/6/2023,Marketing,Payroll,Income,"3,558.98",
TRX-1599,15-04-2023,Marketing,consulting,Expense,"-1,392.65",
TRX-1600,28-09-2023,IT,Office Supplies,Expense,"-2,954.56",
TRX-1601,5/22/2023,Sales,Consulting,Income,"1,422.73",
TRX-1602,4/11/2023,Sales,Consulting,Expense,"-4,186.22",
TRX-1603,8/18/2023,Marketing,Office Supplies,Expense,"-3,850.63",
TRX-1604,11/17/2023,IT,Office Supplies,Expense,"-3,213.63",
TRX-1605,,IT,payroll,Expense,-219.99,
TRX-1606,2/11/2023,Marketing,OFFICE SUPPLIES,Income,378.89,
TRX-1607,,Sales,Software,Expense,"-1,611.98",
TRX-1608,3/13/2023,Marketing,consulting,Income,"3,586.25",
TRX-1609,12/7/2023,Sales,software,Expense,"-1,204.36",
TRX-1610,10/5/2023,Operations,office supplies,Expense,"-1,267.95",
TRX-1611,1/15/2023,IT,Consulting,Expense,"-1,176.67",
TRX-1612,4/18/2023,Marketing,Software,Income,"3,641.74",
TRX-1613,10/12/2023,Marketing,Consulting,Income,378.61,
TRX-1614,10/27/2023,Operations,Software,Income,"2,322.06",
TRX-1615,2/2/2023,Sales,CONSULTING,Income,"4,149.01",
TRX-1616,4/21/2023,Sales,Consulting,Expense,"-1,159.82",
TRX-1617,8/11/2023,Sales,software,Expense,"-3,968.44",
TRX-1618,3/22/2023,Operations,SOFTWARE,Expense,"-2,754.51",
TRX-1619,12/4/2023,IT,SOFTWARE,Income,"3,512.84",
TRX-1620,7/29/2023,Marketing,Consulting,Income ,,
TRX-1621,12/27/2023,Sales,Travel,Income,"3,559.05",
TRX-1622,1/5/2023,HR,Travel,Expense,"-2,584.82",
TRX-1623,,IT,Consulting,Income ,612.24,
TRX-1624,3/1/2023,Operations,software,Expense,"-4,473.76",
TRX-1625,10/11/2023,IT,Software,Income,"4,688.74",
TRX-1626,4/30/2023,IT,Office Supplies,Income ,322.48,
TRX-1627,5/8/2023,HR,Payroll,Expense,"-4,526.89",
TRX-1628,23-11-2023,IT,Payroll,Income,"3,535.46",
TRX-1629,1/24/2023,Marketing,Software,Expense,,
TRX-1630,23-03-2023,HR,consulting,Income,"2,156.86",
TRX-1631,6/18/2023,Operations,Travel,Expense,"-1,259.74",
TRX-1632,2/13/2023,HR,travel,Income,"3,882.50",
TRX-1633,8/15/2023,Marketing,Consulting,Expense,"-2,140.33",
TRX-1634,6/19/2023,HR,office supplies,Expense,"-2,744.69",
TRX-1635,11/3/2023,IT,Office Supplies,Expense,"-4,195.96",
TRX-1636,9/6/2023,IT,consulting,Income ,"4,674.68",
TRX-1637,16-10-2023,IT,Office Supplies,Income,"3,518.56",
TRX-1638,11/27/2023,HR,Travel,Expense,"-2,430.48",
TRX-1639,12/6/2023,Sales,Travel,Income,"3,811.21",
TRX-1640,11/22/2023,Operations,Travel,Income ,"3,296.04",
TRX-1641,3/4/2023,IT,SOFTWARE,Income ,"3,414.33",
TRX-1642,5/5/2023,IT,office supplies,Income,"4,083.79",
TRX-1643,5/4/2023,IT,Payroll,Income,"1,978.26",
TRX-1644,23-02-2023,IT,Software,Expense,"-3,513.87",
TRX-1645,11/4/2023,Sales,CONSULTING,Income,"1,164.91",
TRX-1646,13-05-2023,Operations,Office Supplies,Expense,-66.67,
TRX-1647,7/31/2023,Operations,Consulting,Expense,"-4,162.06",
TRX-1648,2/2/2023,Marketing,Travel,Expense,"-4,337.77",
TRX-1649,2/22/2023,Sales,OFFICE SUPPLIES,Income ,,
TRX-1650,12/7/2023,Operations,Office Supplies,Income ,,
TRX-1651,10/11/2023,Marketing,consulting,Expense,"-4,529.47",
TRX-1652,4/30/2023,Marketing,Software,Expense,-910.87,
TRX-1653,3/13/2023,Sales,Travel,Expense,"-3,442.92",
TRX-1654,14-11-2023,HR,Software,Expense,-918.32,
TRX-1655,3/2/2023,HR,Consulting,Expense,"-3,266.42",
TRX-1656,1/1/2023,Sales,OFFICE SUPPLIES,Expense,"-1,735.71",
TRX-1657,26-07-2023,Marketing,Office Supplies,Income ,922.35,
TRX-1658,24-06-2023,Sales,CONSULTING,Income ,"4,840.41",
TRX-1659,1/22/2023,HR,Travel,Income,,
TRX-1660,21-02-2023,IT,Payroll,Expense,-717.16,
TRX-1661,13-01-2023,Marketing,Travel,Expense,-414.98,
TRX-1662,4/15/2023,Marketing,Office Supplies,Income,417.58,
TRX-1663,5/9/2023,Sales,consulting,Expense,"-1,806.64",
TRX-1664,20-03-2023,Marketing,Travel,Expense,,
TRX-1665,11/4/2023,Sales,SOFTWARE,Expense,"-4,293.39",
TRX-1666,7/14/2023,IT,PAYROLL,Income ,"3,216.23",
TRX-1667,9/29/2023,IT,Consulting,Income,"4,287.89",
TRX-1668,6/11/2023,Operations,Office Supplies,Expense,-213.26,
TRX-1669,20-09-2023,Marketing,Office Supplies,Income,"3,521.47",
TRX-1670,10/8/2023,IT,Consulting,Expense,"-1,377.32",
TRX-1671,1/15/2023,Marketing,Travel,Expense,"-3,264.03",
TRX-1672,10/10/2023,IT,payroll,Income,"4,571.32",
TRX-1673,10/11/2023,IT,Travel,Expense,-151.81,
TRX-1674,1/7/2023,Sales,Software,Income,"1,859.76",
TRX-1675,,Marketing,office supplies,Income,"3,638.67",
TRX-1676,10/9/2023,IT,Travel,Income,"2,862.52",
TRX-1677,,IT,Office Supplies,Income,"3,750.06",
TRX-1678,1/31/2023,IT,TRAVEL,Expense,"-4,996.35",
TRX-1679,3/10/2023,Operations,Payroll,Expense,"-3,003.88",
TRX-1680,14-02-2023,Operations,payroll,Income ,"3,620.81",
TRX-1681,7/2/2023,Sales,Consulting,Income,"1,532.22",
TRX-1682,6/10/2023,HR,Software,Expense,"-2,803.70",
TRX-1683,2/6/2023,Sales,PAYROLL,Expense,,
TRX-1684,8/28/2023,IT,SOFTWARE,Income,"1,990.59",
TRX-1685,12/6/2023,Operations,Payroll,Income,,
TRX-1686,,IT,Software,Income ,"1,982.61",
TRX-1687,13-09-2023,IT,CONSULTING,Expense,-989.46,
TRX-1688,4/28/2023,HR,Payroll,Income,"4,367.72",
TRX-1689,3/20/2023,Operations,SOFTWARE,Expense,-780.69,
TRX-1690,7/21/2023,HR,Software,Expense,"-3,130.98",
TRX-1691,24-05-2023,Operations,Consulting,Expense,"-2,314.89",
TRX-1692,26-07-2023,Sales,Consulting,Expense,"-2,978.06",
TRX-1693,20-06-2023,IT,Payroll,Income ,401.53,
TRX-1694,7/14/2023,Sales,Payroll,Income,"3,563.05",
TRX-1695,7/4/2023,HR,Payroll,Income ,"1,975.80",
TRX-1696,,IT,TRAVEL,Expense,"-3,025.34",
TRX-1697,16-10-2023,IT,Travel,Income,"2,582.41",
TRX-1698,1/10/2023,IT,consulting,Expense,"-3,530.63",
TRX-1699,23-01-2023,HR,Software,Income,"2,917.82",
TRX-1700,4/8/2023,IT,Consulting,Expense,-274.08,
TRX-1701,8/5/2023,IT,software,Expense,-731.30,
TRX-1702,12/7/2023,Marketing,SOFTWARE,Income,"2,612.24",
TRX-1703,10/2/2023,IT,office supplies,Income ,"1,682.67",
TRX-1704,8/26/2023,Sales,Software,Income,"1,954.64",
TRX-1705,6/11/2023,HR,Travel,Expense,"-4,288.83",
TRX-1706,,Marketing,Software,Expense,"-3,638.16",
TRX-1707,9/6/2023,Sales,Office Supplies,Expense,"-4,404.32",
TRX-1708,5/9/2023,Sales,Payroll,Income ,"1,082.32",
TRX-1709,8/5/2023,Sales,Office Supplies,Expense,"-4,782.12",
TRX-1710,,HR,Office Supplies,Expense,"-4,812.59",
TRX-1711,8/10/2023,HR,Software,Income,784.98,
TRX-1712,8/10/2023,HR,CONSULTING,Income,825.00,
TRX-1713,17-02-2023,Marketing,Software,Expense,-714.27,
TRX-1714,27-03-2023,IT,consulting,Expense,"-1,784.42",
TRX-1715,28-12-2023,IT,TRAVEL,Income,"1,712.64",
TRX-1716,1/1/2023,IT,TRAVEL,Income,"4,121.86",
TRX-1717,11/11/2023,HR,consulting,Income,"2,460.93",
TRX-1718,5/16/2023,Sales,Travel,Income,"2,922.59",
TRX-1719,10/22/2023,IT,Travel,Income ,,
TRX-1720,4/4/2023,Marketing,office supplies,Expense,"-1,177.97",
TRX-1721,3/17/2023,Sales,Software,Expense,-379.91,
TRX-1722,9/21/2023,Sales,Travel,Expense,"-2,487.78",
TRX-1723,12/30/2023,Operations,Payroll,Income,"1,618.31",
TRX-1724,5/28/2023,Sales,Consulting,Expense,"-2,687.66",
TRX-1725,17-05-2023,Marketing,Software,Income,229.17,
TRX-1726,24-12-2023,Operations,payroll,Expense,"-2,516.86",
TRX-1727,2/10/2023,IT,Consulting,Expense,"-4,404.17",
TRX-1728,3/29/2023,Marketing,payroll,Expense,"-2,612.11",
TRX-1729,2/28/2023,Operations,Travel,Income,"3,217.78",
TRX-1730,20-11-2023,Operations,Consulting,Expense,"-2,776.73",
TRX-1731,8/24/2023,Sales,office supplies,Expense,-539.89,
TRX-1732,4/22/2023,Sales,Software,Expense,"-3,770.85",
TRX-1733,6/5/2023,Operations,travel,Income,"4,300.77",
TRX-1734,9/2/2023,Sales,Office Supplies,Income,259.67,
TRX-1735,11/15/2023,Operations,Office Supplies,Income ,"3,495.05",
TRX-1736,11/25/2023,HR,Travel,Income,"1,608.89",
TRX-1737,1/2/2023,Operations,Consulting,Expense,"-4,050.87",
TRX-1738,14-02-2023,Sales,Payroll,Expense,"-3,524.02",
TRX-1739,12/6/2023,Marketing,Travel,Income,"1,061.36",
TRX-1740,8/6/2023,Marketing,Payroll,Income ,"1,752.65",
TRX-1741,27-07-2023,Operations,software,Income,"2,952.21",
TRX-1742,3/3/2023,IT,Software,Income ,"4,248.62",
TRX-1743,3/5/2023,IT,Consulting,Income,"4,460.55",
TRX-1744,5/10/2023,IT,Travel,Expense,-824.00,
TRX-1745,3/25/2023,Sales,Payroll,Income ,"4,492.94",
TRX-1746,12/6/2023,HR,Software,Expense,"-3,613.37",
TRX-1747,6/12/2023,HR,Software,Income,"4,286.14",
TRX-1748,,IT,PAYROLL,Expense,"-4,292.11",
TRX-1749,12/15/2023,IT,office supplies,Expense,"-1,893.07",
TRX-1750,8/12/2023,IT,Travel,Income,"2,972.07",
TRX-1751,4/9/2023,Operations,Consulting,Income ,"4,819.54",
TRX-1752,12/26/2023,Operations,Payroll,Income,"3,243.22",
TRX-1753,3/26/2023,IT,CONSULTING,Income ,"2,225.17",
TRX-1754,11/2/2023,HR,Office Supplies,Income,"2,652.45",
TRX-1755,20-02-2023,HR,Payroll,Expense,"-1,882.20",
TRX-1756,1/30/2023,Marketing,SOFTWARE,Income,"4,233.06",
TRX-1757,,Marketing,Consulting,Expense,"-1,452.45",
TRX-1758,3/31/2023,IT,Consulting,Income ,"4,789.07",
TRX-1759,10/19/2023,Operations,Consulting,Income,807.54,
TRX-1760,2/8/2023,HR,Consulting,Expense,"-3,206.18",
TRX-1761,10/26/2023,Operations,Office Supplies,Income,874.25,
TRX-1762,,Operations,PAYROLL,Expense,"-3,154.37",
TRX-1763,,Marketing,software,Expense,"-2,994.56",
TRX-1764,11/25/2023,Operations,Software,Income,"4,433.09",
TRX-1765,2/7/2023,Sales,software,Expense,"-4,616.04",
TRX-1766,6/18/2023,HR,consulting,Income,"1,692.22",
TRX-1767,10/18/2023,Marketing,Travel,Income,,
TRX-1768,12/9/2023,IT,Software,Expense,"-3,126.24",
TRX-1769,10/24/2023,IT,Payroll,Expense,"-1,046.64",
TRX-1770,1/29/2023,Marketing,Travel,Income,"2,970.41",
TRX-1771,4/10/2023,Operations,Software,Expense,"-3,280.45",
TRX-1772,11/20/2023,Operations,Payroll,Expense,"-4,289.28",
TRX-1773,3/28/2023,Sales,Travel,Expense,"-3,520.86",
TRX-1774,7/23/2023,IT,consulting,Expense,"-3,600.00",
TRX-1775,9/9/2023,Sales,Software,Income,"1,935.02",
TRX-1776,1/31/2023,Marketing,Office Supplies,Expense,"-2,789.57",
TRX-1777,3/21/2023,Operations,software,Income,"3,193.45",
TRX-1778,15-06-2023,Marketing,Consulting,Expense,"-4,786.53",
TRX-1779,10/18/2023,Marketing,travel,Expense,"-2,770.04",
TRX-1780,7/2/2023,Sales,Payroll,Expense,"-2,879.06",
TRX-1781,,Marketing,Office Supplies,Income,"1,470.15",
TRX-1782,7/8/2023,HR,Office Supplies,Expense,"-4,310.79",
TRX-1783,9/7/2023,Operations,Software,Expense,"-1,417.59",
TRX-1784,28-11-2023,HR,office supplies,Expense,"-3,343.03",
TRX-1785,5/22/2023,Marketing,Consulting,Expense,"-2,158.07",
TRX-1786,3/11/2023,Sales,software,Income,"1,694.86",
TRX-1787,13-11-2023,IT,Travel,Expense,"-1,010.25",
TRX-1788,11/13/2023,IT,Payroll,Expense,"-1,460.81",
TRX-1789,21-06-2023,Sales,Office Supplies,Expense,-762.89,
TRX-1790,15-01-2023,Marketing,Consulting,Income ,"4,606.88",
TRX-1791,3/3/2023,IT,PAYROLL,Expense,"-3,006.31",
TRX-1792,5/10/2023,HR,Payroll,Income ,"2,165.98",
TRX-1793,6/30/2023,Sales,Office Supplies,Income,"4,979.66",
TRX-1794,8/23/2023,IT,Office Supplies,Expense,"-4,985.53",
TRX-1795,6/18/2023,HR,Travel,Income,"1,180.64",
TRX-1796,2/28/2023,IT,Payroll,Expense,"-2,812.41",
TRX-1797,11/14/2023,Sales,Travel,Expense,"-2,645.03",
TRX-1798,2/4/2023,IT,Payroll,Income,,
TRX-1799,3/26/2023,Marketing,Travel,Income,"2,632.23",
TRX-1800,29-06-2023,HR,Office Supplies,Expense,"-4,674.85",
TRX-1801,11/10/2023,HR,TRAVEL,Income,"4,614.96",
TRX-1802,22-11-2023,Operations,Software,Income ,"3,506.57",
TRX-1803,3/15/2023,HR,consulting,Income,"3,611.84",
TRX-1804,11/5/2023,IT,Software,Income ,"1,912.46",
TRX-1805,1/19/2023,Sales,software,Expense,-636.17,
TRX-1806,12/17/2023,IT,Office Supplies,Expense,"-2,101.44",
TRX-1807,5/11/2023,HR,travel,Income,894.87,
TRX-1808,3/31/2023,Operations,Office Supplies,Expense,"-1,084.52",
TRX-1809,6/21/2023,Sales,CONSULTING,Expense,"-1,575.19",
TRX-1810,1/21/2023,IT,Payroll,Income,"1,704.33",
TRX-1811,4/10/2023,IT,Office Supplies,Expense,"-1,260.32",
TRX-1812,11/10/2023,IT,TRAVEL,Expense,-571.30,
TRX-1813,31-07-2023,Marketing,Software,Expense,"-2,771.31",
TRX-1814,9/16/2023,Operations,travel,Expense,"-4,011.29",
TRX-1815,,HR,Travel,Expense,"-1,711.19",
TRX-1816,,Marketing,software,Income,"1,576.40",
TRX-1817,8/9/2023,Operations,Software,Income,"1,428.93",
TRX-1818,6/13/2023,IT,Travel,Income,"4,420.77",
TRX-1819,9/26/2023,Operations,office supplies,Income ,"3,763.80",
TRX-1820,14-11-2023,Marketing,Software,Expense,"-3,268.38",
TRX-1821,2/19/2023,HR,Consulting,Income,948.68,
TRX-1822,2/16/2023,Marketing,Software,Income,934.01,
TRX-1823,8/12/2023,Sales,office supplies,Expense,-84.42,
TRX-1824,5/10/2023,HR,Software,Expense,"-4,500.13",
TRX-1825,2/18/2023,IT,Consulting,Expense,"-2,636.42",
TRX-1826,12/20/2023,IT,Payroll,Income,92.80,
TRX-1827,10/23/2023,Operations,Payroll,Income,"2,541.92",
TRX-1828,12/21/2023,IT,Consulting,Expense,"-3,635.82",
TRX-1829,9/15/2023,Sales,software,Income,"1,038.68",
TRX-1830,11/24/2023,Sales,Software,Income,56.08,
