platform,post_type,post_length,views,likes,comments,shares,engagement_rate
3,3,61,49510,3721,669,119,0.091072511
2,3,87,272235,14855,2756,964,0.068231491
1,1,39,249278,6967,890,629,0.034042314
3,2,92,64335,3074,578,125,0.058708324
1,1,110,164591,4942,591,227,0.034995838
2,2,64,68564,716,47,50,0.011857535
3,2,74,131257,4228,222,353,0.036592334
1,1,64,118517,3420,236,407,0.034282002
3,2,62,61977,643,92,60,0.012827339
2,2,7,109931,8855,868,888,0.096524183
1,3,38,199047,3369,496,372,0.02128643
2,2,49,275132,13870,1750,1090,0.060734484
2,2,54,171826,8180,817,528,0.055433986
3,1,6,95650,2518,208,312,0.031761631
1,1,19,26074,2529,157,322,0.115363964
2,2,41,288342,18550,3104,742,0.077671654
2,3,19,161252,13418,2319,1931,0.109567633
1,3,64,51068,2791,366,393,0.069515156
2,1,100,115969,8703,640,1159,0.090558684
2,2,89,21560,2097,187,157,0.113218924
1,2,68,242889,10045,1941,1300,0.054699883
1,3,85,176746,9788,821,994,0.065647879
1,3,102,68152,3837,224,179,0.062213875
1,3,100,126516,12560,1664,1516,0.124411142
3,1,118,172010,5328,475,387,0.03598628
1,2,115,38391,2717,526,157,0.088562423
3,1,56,30731,689,93,92,0.028440337
3,2,27,86698,8100,1578,1069,0.12395903
3,1,103,115880,7316,1227,968,0.082076286
2,2,41,123440,10782,1708,1420,0.112686325
3,3,111,158308,14338,2502,1319,0.114706774
3,3,45,170205,10236,1440,1025,0.07462178
2,3,105,212987,15203,785,2179,0.085296286
2,1,61,9340,680,74,25,0.083404711
2,3,101,75291,3873,320,483,0.062105697
1,2,29,51731,2541,292,224,0.05909416
2,1,114,193500,5177,624,762,0.033917313
2,2,41,221513,9868,682,1017,0.052218154
3,1,44,98791,9796,524,402,0.108532154
2,2,89,107262,3677,260,463,0.041021051
1,2,50,234512,18437,3293,1981,0.101107832
2,1,64,245164,3761,614,148,0.018448875
1,1,116,44813,2333,396,49,0.06199094
2,3,106,210207,3207,293,290,0.018029847
2,3,108,106354,5617,479,288,0.060025951
2,2,102,281927,3518,195,466,0.014822986
2,2,23,232870,15182,1834,798,0.076497617
1,2,95,92012,5777,620,613,0.076185715
1,1,13,70933,5802,1017,376,0.101433747
3,1,73,42680,2667,406,174,0.076077788
1,3,9,227083,21195,1518,924,0.104089694
2,2,93,64179,5165,1023,440,0.103273656
3,3,30,101613,2229,369,212,0.027653942
3,1,23,41970,1422,224,135,0.042435073
3,1,34,6718,83,6,10,0.014736529
2,1,104,84707,3790,704,397,0.05774021
1,3,52,144798,8088,979,940,0.069110071
2,1,116,266643,25367,2400,1573,0.110034766
3,2,20,19139,1091,161,81,0.069648362
2,3,75,267129,21448,1753,479,0.088646309
2,1,22,201753,6884,1281,208,0.041501242
1,3,60,122804,2920,520,204,0.029673301
1,3,25,47782,3964,474,187,0.096793772
3,1,35,21958,708,55,88,0.038755807
2,1,5,227811,20143,2507,2174,0.108967521
2,3,7,157379,3979,287,581,0.030798264
1,3,99,234234,20294,1836,2746,0.106201491
2,1,29,108026,8594,1051,1264,0.100984948
2,2,12,280727,18250,970,1231,0.072850136
2,3,69,249245,21564,3555,1789,0.107958033
1,3,66,20013,795,63,54,0.045570379
3,2,11,49984,1246,224,181,0.03303057
3,1,11,123246,2974,158,215,0.027157068
2,1,12,180946,6212,806,218,0.039989831
3,2,23,173269,8691,1447,456,0.061141924
1,1,21,132110,11736,1005,882,0.103118613
1,1,15,12096,218,34,21,0.022569444
3,3,115,75533,6977,1103,700,0.116240584
3,3,109,116795,10896,1587,1292,0.117941693
2,3,53,292762,22089,2311,2302,0.091207192
3,2,15,11868,1080,181,90,0.113835524
2,1,106,289026,22919,3306,548,0.092631805
2,1,45,173035,9957,1379,1098,0.071858295
1,3,66,109760,7032,1215,218,0.077122813
1,3,118,105125,6995,606,566,0.077688466
1,2,56,128677,2756,233,376,0.02615075
1,1,70,194536,5325,574,519,0.032991323
3,2,72,162542,9281,565,425,0.063189822
1,1,118,112982,2301,231,287,0.024950877
3,2,96,72714,7042,781,415,0.113293176
1,3,101,197742,11002,1367,1045,0.067835867
3,2,79,73102,3231,284,331,0.05261142
2,2,71,156425,3782,703,435,0.031452773
3,3,44,171260,8132,754,231,0.053234848
3,1,9,35375,1316,233,172,0.048650177
1,1,89,74210,1329,155,46,0.020617167
3,3,26,155344,15073,2377,486,0.115459883
2,2,41,171234,5795,386,460,0.038783186
2,2,15,78606,5670,746,387,0.086545556
1,2,48,163544,2979,578,80,0.022238664
2,1,90,194576,17937,2689,745,0.10983369
3,2,109,121837,7696,1331,593,0.078957952
2,1,57,191513,13237,1180,1691,0.084109173
1,2,81,111343,8947,1521,320,0.096889791
3,3,65,63401,4091,420,137,0.073311147
1,3,71,61835,1012,124,126,0.020409153
3,1,17,58936,2867,224,240,0.056518936
2,1,96,167590,5628,691,376,0.039948684
1,3,15,219007,11783,1500,942,0.064952262
1,3,15,188534,8745,1253,641,0.05643014
3,2,89,129446,10923,1969,1328,0.109852757
1,3,89,161385,5202,497,110,0.035994671
3,1,11,130344,3664,724,279,0.035805254
3,3,21,18110,1742,308,70,0.117062396
3,1,52,167888,16026,1769,962,0.111723292
3,1,18,63549,6317,530,218,0.111174055
2,2,67,295674,18081,1097,1365,0.069478547
3,2,68,2893,58,4,6,0.023505012
1,2,101,131745,11753,2147,1245,0.114956924
2,2,79,128967,2974,278,367,0.028061442
1,3,81,245419,5890,416,741,0.028714158
2,2,69,294029,8058,430,787,0.031544508
3,3,38,46560,3203,303,211,0.079832474
2,2,13,18613,365,30,9,0.02170526
2,2,81,142159,11379,743,280,0.087240344
1,1,41,169773,2587,498,89,0.018695552
1,3,34,21665,432,38,63,0.024601892
3,1,45,108568,5331,271,651,0.05759524
2,2,49,235756,10402,1993,755,0.055778008
2,3,105,296766,29401,4021,2369,0.120603438
2,2,51,218475,21195,1323,2455,0.114305985
3,1,11,43989,1190,65,103,0.030871354
3,3,18,46741,4449,294,297,0.107828245
3,1,52,22163,1602,222,104,0.086991833
3,2,10,73637,3445,204,162,0.051753874
3,2,38,61175,4683,633,632,0.09722926
1,2,84,237330,21600,3194,1594,0.111186955
2,3,119,260972,6840,493,805,0.031183422
2,1,105,139547,3856,475,364,0.033644579
2,1,104,75259,3520,684,415,0.061374719
2,2,50,282034,7115,1248,439,0.031209003
2,1,63,159342,6761,1071,796,0.054147682
2,3,74,273857,18653,2381,2288,0.085161234
2,2,12,98389,8181,892,274,0.095000457
2,2,28,201189,7479,880,238,0.042730964
1,2,71,85979,3039,500,450,0.04639505
2,3,8,258154,20697,2755,731,0.093676643
1,2,100,133742,5923,975,645,0.056399635
3,2,5,195666,16369,3199,1918,0.109809573
2,2,38,219592,21828,3188,616,0.116725564
3,2,113,189577,18610,2614,2178,0.123443245
3,1,13,175329,12210,1354,910,0.082553371
3,2,67,117039,5122,407,285,0.049675749
1,3,80,49492,786,83,83,0.019235432
3,2,14,111718,8537,1092,1095,0.095991693
3,2,14,148467,14552,803,1374,0.112678238
3,1,54,74005,1192,144,158,0.020187825
2,2,48,30040,317,56,7,0.0126498
2,1,52,114009,9674,1900,1122,0.11135963
1,3,91,71702,1376,245,57,0.023402416
1,1,10,24637,427,32,24,0.01960466
2,2,92,72745,6687,489,631,0.107320091
1,3,28,142819,2450,267,136,0.019976334
2,2,89,156322,3167,265,132,0.022799094
3,1,110,92467,5664,857,765,0.078795678
3,3,99,113855,8893,557,1226,0.09376839
1,3,115,232939,10706,1247,264,0.052447207
2,1,62,59040,2825,260,240,0.056317751
2,1,109,112518,7531,1049,350,0.079365079
1,3,68,165377,9176,1555,1213,0.07222286
2,3,98,201390,2351,443,188,0.014807091
3,1,60,197309,3990,776,327,0.025812305
1,2,102,86110,5368,551,545,0.075066775
1,3,86,99395,8093,1443,220,0.098153831
2,1,16,188434,14825,2057,541,0.092462082
1,2,39,144168,11044,1698,936,0.094875423
2,3,75,257138,20420,3628,2974,0.105087541
2,3,109,80764,1130,78,146,0.016764895
2,1,108,145290,13157,2527,1784,0.120228509
2,2,93,220555,19857,2623,751,0.105329736
2,3,10,155407,8993,902,1300,0.072036652
1,2,69,180933,5857,590,672,0.039346056
3,2,114,31907,2019,328,125,0.077475162
3,3,84,41387,2491,378,329,0.077270641
1,2,64,221639,6663,1062,780,0.03837321
1,3,116,77655,4991,438,577,0.07734209
3,2,72,59407,4856,366,560,0.097328598
3,3,33,198334,16372,2591,2031,0.105851745
3,1,42,137627,2115,200,303,0.01902243
3,3,115,48095,1334,111,50,0.031084312
3,3,96,197123,13826,1136,2073,0.086418125
2,3,26,6042,527,38,70,0.10509765
1,2,12,106748,6074,692,470,0.067785813
2,1,67,255763,18843,1679,762,0.083217666
3,2,100,6188,73,13,5,0.014705882
3,2,101,80596,5219,800,632,0.082522706
3,3,17,191225,18466,2983,1815,0.121657733
2,2,31,146305,10166,1123,572,0.081070367
2,3,22,270232,25132,3519,1831,0.112799372
3,1,22,3646,222,27,31,0.076796489
2,2,81,149199,12816,962,1595,0.103036884
2,2,90,168687,3571,204,129,0.023143455
3,2,66,199095,4204,641,382,0.026253798
2,3,18,282597,5882,401,829,0.02516658
1,3,15,55233,2982,174,72,0.058443322
1,2,107,168587,6696,778,170,0.045341574
1,2,118,192164,14359,2307,1625,0.095184322
1,1,90,216519,19754,3265,1873,0.114964507
3,1,104,198072,13021,2357,338,0.079344885
3,1,21,85087,2483,198,371,0.035869169
3,1,55,63993,6001,1187,572,0.121263263
1,1,100,187834,10801,1776,906,0.071781467
1,3,18,215886,16147,1188,1262,0.086142686
2,1,110,262493,23662,4167,2628,0.116029761
2,1,61,91392,9055,1130,720,0.119321166
1,2,97,211539,11750,704,1241,0.064739835
1,3,10,125349,10369,723,865,0.095389672
1,1,118,156260,9534,1097,947,0.074094458
1,1,61,69019,3711,480,462,0.067416219
2,1,8,5451,318,61,40,0.07686663
1,2,15,138141,7402,609,965,0.064977089
2,2,113,149458,7157,866,331,0.055895302
1,2,108,141279,10614,890,296,0.083522675
1,1,78,236773,7688,1028,989,0.040988626
1,2,96,172511,11295,2105,288,0.079345665
2,1,15,188357,13969,1888,667,0.087727029
2,3,103,285301,25759,3258,2277,0.109687663
3,1,83,76726,3058,496,401,0.051547064
1,2,12,108716,9507,685,1298,0.105688215
3,3,88,174429,16584,3082,1685,0.122405105
3,1,118,148001,10120,1382,1474,0.087675083
2,3,63,109636,8708,1331,1000,0.10068773
2,3,25,184819,8596,1485,761,0.0586628
3,3,69,9913,948,137,35,0.112982952
1,1,97,209603,14751,2156,1117,0.085991136
2,2,28,31727,1202,191,152,0.048696694
1,1,34,136018,6308,364,358,0.051684336
1,2,108,64061,4202,451,399,0.078862334
3,1,103,194544,6044,1175,893,0.041697508
3,1,101,115388,8983,796,383,0.088068083
3,1,88,69957,2114,277,70,0.035178753
3,2,61,87839,5556,424,685,0.075877458
2,1,84,242406,17630,1736,409,0.081578014
2,3,77,160576,14030,2210,1453,0.110184585
3,1,99,3844,292,42,18,0.09157128
2,3,21,39572,3240,363,369,0.100374002
3,2,63,156047,14381,2742,512,0.113010824
1,2,35,22449,1432,238,90,0.078399929
1,1,68,113137,9748,879,216,0.095839557
1,1,52,22459,693,83,35,0.036110245
3,1,27,199867,16654,3026,1379,0.105365068
1,3,74,152676,4572,244,197,0.032834237
2,2,34,256201,24112,3308,2361,0.116240764
1,3,59,128298,5093,431,180,0.044458994
1,3,11,213467,5436,323,635,0.029953108
1,1,116,112334,2621,489,366,0.030943437
2,1,108,292506,7855,1354,551,0.033366837
3,3,110,161015,8095,629,717,0.058634289
2,3,114,26319,1500,263,125,0.071735248
3,1,79,102751,9477,682,1157,0.110130315
3,1,102,184122,8155,990,1217,0.056277903
1,3,16,141769,4192,665,484,0.037673963
3,1,64,186727,14367,1868,688,0.090629636
2,1,56,101896,2253,400,248,0.028470205
2,3,113,229768,20749,2957,2075,0.112204485
3,3,115,30735,1439,165,68,0.054400521
1,2,31,34293,2237,422,114,0.080861983
1,3,16,203557,5446,301,571,0.031037989
2,1,17,212267,4902,604,612,0.028822191
1,3,76,142082,11635,1734,1385,0.103841444
3,3,84,94305,4590,805,453,0.062011558
3,3,66,91359,9026,1183,1280,0.12575663
2,2,33,109545,6264,1145,720,0.074206947
3,2,39,16787,1445,164,130,0.103592065
2,1,64,116489,11438,1115,1442,0.120140099
3,2,33,146375,5167,1013,298,0.044256191
2,3,35,202874,16651,2498,903,0.098839674
1,2,81,101782,1219,138,178,0.015081252
3,3,80,55448,3946,717,566,0.094304574
3,2,119,71513,5511,840,741,0.09917078
2,2,65,273212,14470,2108,692,0.063210986
2,2,6,115040,2828,450,272,0.030858832
3,3,37,120962,7923,1273,709,0.08188522
2,2,76,167299,15186,1882,704,0.106228967
3,3,66,14740,1382,156,108,0.111668928
1,3,109,91333,7046,1313,566,0.097719335
2,1,63,143863,4853,604,248,0.039655784
3,2,44,133557,11797,971,1700,0.108328279
1,1,53,179120,16119,2067,1354,0.109088879
1,1,109,164767,7093,391,625,0.049214952
3,3,36,170513,4513,715,441,0.033246732
2,2,42,267481,23730,1638,3210,0.106841234
3,3,96,132996,11924,796,1065,0.103649734
1,3,83,149164,2846,546,257,0.024463007
3,2,91,58052,5632,934,288,0.118066561
2,3,92,236379,13704,1536,1348,0.070175439
1,2,17,4471,444,38,30,0.114515768
3,2,89,53194,2662,469,277,0.064067376
2,3,58,252279,14631,2857,864,0.072744858
1,3,80,206097,6996,883,790,0.042062718
2,1,17,194117,17646,2417,1772,0.112483708
1,3,43,122076,6095,526,497,0.058307939
3,2,27,75392,6281,869,204,0.097543506
2,1,118,104909,1801,198,182,0.020789446
1,2,114,8664,701,123,92,0.105724838
2,1,111,93859,5079,541,214,0.062157065
2,3,96,96991,1017,149,31,0.012341351
3,3,18,121805,3698,297,92,0.033553631
2,3,21,36536,1002,63,24,0.029806219
1,2,28,139063,10799,605,1398,0.092058995
1,1,62,206402,10928,1227,1252,0.064955766
1,2,67,97754,2382,177,110,0.027303231
1,1,38,119134,3944,784,549,0.04429466
3,3,55,98649,5461,927,205,0.066832913
2,2,116,98513,1159,178,79,0.014373737
3,3,90,30359,1462,249,115,0.060146909
2,2,14,122060,8669,775,258,0.079485499
2,3,76,23043,1304,237,84,0.070520332
2,2,25,93059,5939,1183,197,0.078649029
3,2,41,11070,436,40,53,0.047786811
2,1,11,208807,5528,1092,144,0.03239355
3,3,94,147205,12199,1196,271,0.09283652
1,1,17,59955,5486,283,632,0.106763406
1,1,84,31571,1766,185,214,0.068575592
2,3,34,252275,9448,1886,797,0.048086414
3,2,35,79115,4431,643,271,0.067559881
1,1,9,183813,16379,2527,831,0.10737543
3,3,36,100891,7287,624,256,0.080948747
3,2,20,132644,11576,832,960,0.100781038
2,1,115,26871,1062,194,89,0.050053962
1,1,77,140295,10392,1163,823,0.088228376
2,1,26,281341,19349,979,2344,0.080585482
2,2,68,79923,4910,462,161,0.069229133
1,1,48,105657,6079,482,651,0.06825861
1,2,44,95438,5686,799,410,0.072245856
3,1,113,196268,16971,2773,871,0.105034952
1,3,41,103909,9605,1197,1043,0.113993975
3,1,82,102842,2073,161,94,0.022636666
3,3,20,81432,4982,292,249,0.06782346
3,3,47,43525,4032,391,604,0.115496841
1,3,88,19198,424,72,57,0.028805084
2,2,67,170596,8044,908,889,0.057685995
3,3,112,96187,1733,152,105,0.020688866
2,1,19,103172,2085,110,187,0.023087659
2,2,48,104499,9548,1187,348,0.106058431
1,3,94,152587,7653,1168,485,0.060988158
2,2,13,261840,18848,1480,543,0.079708983
2,2,69,289171,6507,849,646,0.027672208
1,2,103,16792,201,22,26,0.01482849
3,1,48,83313,7510,1168,940,0.115444168
2,3,24,90330,5574,998,731,0.080848002
1,2,113,35544,419,40,17,0.013391852
2,2,74,220359,21883,4064,2287,0.128127283
2,2,110,90263,4901,764,707,0.070593709
3,3,78,115329,6092,338,742,0.062187308
2,2,116,159737,10523,1775,215,0.078335013
1,2,37,34126,365,45,49,0.013450155
2,1,84,155553,9523,1826,1064,0.079799168
3,3,104,101637,6774,667,242,0.07559255
3,1,10,129208,4745,658,288,0.04404526
1,3,87,26549,2002,387,70,0.092621191
3,3,35,185308,8147,738,935,0.052992855
2,3,70,200055,14924,1802,305,0.085131589
3,1,22,38155,875,142,70,0.028489058
1,1,110,40481,3733,573,559,0.120179837
3,1,32,69967,6237,1096,814,0.116440608
3,1,72,101320,2386,305,229,0.028819582
3,2,69,84561,7987,781,880,0.11409515
1,2,115,23446,1411,183,138,0.073871876
3,2,110,10507,768,78,96,0.089654516
3,3,118,127183,10890,832,1472,0.10374028
2,2,84,38208,669,89,80,0.02193258
1,3,49,20522,517,29,22,0.027677614
3,1,62,49402,1785,99,122,0.040605643
1,3,51,159562,8448,504,1030,0.062558755
3,3,70,171083,7039,1062,894,0.052576819
3,2,56,168143,9336,1036,949,0.067329594
3,1,40,180826,4833,599,545,0.033053875
2,1,5,232021,16564,1681,707,0.081682262
2,2,43,50102,752,66,51,0.017344617
2,1,91,19040,809,83,72,0.050630252
1,1,94,107254,2800,221,414,0.032026778
1,1,79,141118,10681,1621,1323,0.096550405
2,2,110,116738,10451,682,470,0.099393514
1,1,5,86998,1486,189,97,0.020368284
3,3,79,88070,7103,863,342,0.094334052
3,3,92,168040,15226,1450,605,0.10283861
3,1,78,154007,15039,982,535,0.107501607
2,2,18,276153,17161,2668,2497,0.080846487
1,2,82,181061,7145,967,985,0.050242736
2,2,75,203554,7934,1360,657,0.048886291
1,1,27,170796,7533,642,687,0.051886461
3,1,47,112847,7350,1240,948,0.08452152
2,3,26,56377,3051,286,318,0.064831403
1,2,64,240091,16524,1105,1904,0.081356652
1,3,104,71861,972,68,119,0.016128359
3,3,31,141771,2768,230,229,0.02276206
2,2,60,115612,11317,1724,1660,0.12715808
2,1,6,157270,15661,1356,1592,0.118325173
2,1,43,193875,14967,2104,1531,0.09594842
3,3,55,122791,4061,359,155,0.037258431
2,3,114,55557,5322,557,789,0.120020879
3,3,23,194511,5686,1043,166,0.035447867
3,3,66,24474,1855,231,274,0.096428863
3,2,75,58439,1190,166,164,0.026010028
1,3,80,218028,14913,1169,1958,0.082741666
2,3,71,191258,14986,1044,1612,0.092241893
2,1,67,73213,6396,716,634,0.105800882
3,1,115,57296,4359,777,651,0.101001815
3,1,9,167584,15604,1344,2287,0.11477826
2,2,76,6177,351,50,44,0.072041444
3,2,82,2761,195,35,6,0.085476277
2,1,65,239154,10345,1967,707,0.054437726
1,1,104,9458,103,20,13,0.014379361
3,3,75,192770,15055,2475,1676,0.099631685
2,3,11,189938,16769,1027,601,0.096857922
3,2,54,153182,3929,710,256,0.031955452
2,2,50,98789,1242,227,27,0.015143386
2,3,100,123249,3057,408,415,0.031480986
3,1,76,194518,17618,1059,2063,0.106622523
1,3,80,31433,1150,139,88,0.043807463
2,2,78,77715,2411,196,286,0.037225761
2,2,18,281993,3190,371,450,0.014223757
2,3,77,262969,9660,1532,544,0.044628835
1,3,106,72980,5430,815,310,0.089819129
1,3,98,71500,6886,1149,569,0.120335664
3,2,73,175062,6678,811,747,0.047046189
1,1,69,62891,1991,252,296,0.040371436
3,3,69,61866,5563,1058,229,0.110723176
3,2,61,173064,15009,2171,967,0.104857163
1,2,66,126469,4999,810,336,0.048588982
3,2,24,198169,3208,480,366,0.020457286
1,3,117,79008,7843,1145,1060,0.127176995
3,3,79,5101,363,67,15,0.087237797
1,1,30,29990,2800,289,315,0.113504502
1,2,48,236273,9632,1099,1331,0.051051115
3,3,71,71214,4863,520,173,0.078018367
2,2,74,101265,7159,1179,734,0.089586728
3,2,66,184162,16309,2939,755,0.108616327
1,1,111,228643,22721,2354,1757,0.117353254
2,3,49,20958,414,29,15,0.02185323
3,3,15,91786,6131,760,667,0.082343713
3,2,76,198328,7988,1578,576,0.05113751
3,2,97,69002,5730,461,537,0.09750442
2,1,78,54887,4274,503,376,0.093883798
1,1,38,3339,301,27,33,0.108116202
3,1,92,112083,4587,864,625,0.054209827
3,1,50,52528,1397,185,78,0.031602193
3,1,116,88639,1060,145,103,0.014756484
3,1,85,84624,2792,143,264,0.037802515
3,2,36,71260,3067,453,186,0.052006736
1,1,79,109493,10417,999,884,0.112335948
1,2,102,56570,3067,389,77,0.062453597
3,2,92,23643,1420,184,107,0.072368143
2,3,9,65252,5821,808,321,0.106510145
1,2,67,94580,8479,1471,1121,0.117054346
2,2,33,146406,8420,798,560,0.06678688
1,1,52,101856,2060,182,92,0.022914703
3,2,116,103795,3564,603,316,0.043190905
1,1,102,65977,3372,532,422,0.065568304
3,1,20,2789,216,18,14,0.08892076
1,1,29,36941,2735,137,355,0.087355513
3,3,105,2552,173,25,10,0.081504702
3,1,76,21806,1945,143,224,0.106025864
3,2,33,38979,3205,620,112,0.101003104
3,1,56,141895,13961,1963,392,0.114986434
2,1,50,36980,3329,590,385,0.116387236
3,1,29,2860,78,13,5,0.033566434
2,3,110,5290,80,10,5,0.017958412
2,2,27,84880,4015,464,379,0.057233742
3,3,38,138942,9111,1134,1351,0.083459285
2,2,71,38397,2606,444,110,0.082298096
1,3,98,108311,3690,538,217,0.04103923
3,2,118,18186,1589,128,165,0.103486198
2,3,38,240319,9524,1346,1058,0.049634028
3,1,36,117162,10863,1202,1214,0.113338796
3,3,33,154088,8081,478,787,0.060653652
3,3,13,71616,783,83,75,0.013139522
2,1,70,83508,2052,172,80,0.027590171
1,1,61,70296,1350,237,173,0.025036986
1,2,43,145346,2029,133,42,0.015163816
2,2,11,28304,2101,218,156,0.087443471
3,2,114,98161,2680,413,128,0.032813439
2,3,73,183770,15707,2899,527,0.104113838
2,2,12,212123,7170,719,441,0.039269669
2,3,100,281849,3638,512,383,0.01608308
3,3,22,169401,14206,1506,1202,0.099845928
2,2,106,195808,10172,818,1358,0.063061775
3,2,114,54996,3517,347,344,0.076514656
2,3,86,277751,11182,1625,591,0.04823745
1,1,53,187028,2645,416,230,0.017596296
2,1,109,297150,12871,1359,637,0.05003197
2,3,113,211424,11976,872,517,0.063214205
1,2,20,119196,1317,93,189,0.01341488
3,3,25,153566,9472,1628,765,0.077263196
3,3,14,154309,13945,2063,1459,0.113194953
2,2,110,208439,6170,982,823,0.038260594
1,1,8,43963,4106,506,254,0.110683984
3,3,48,163613,3073,364,376,0.023304994
2,1,12,8447,711,58,87,0.101337753
1,1,115,246056,21069,1585,2678,0.102952173
3,2,59,29156,967,70,43,0.037042118
3,3,23,169631,16319,3243,2369,0.12928651
1,3,115,155537,7387,1278,411,0.058352675
1,1,68,45120,1024,147,123,0.028679078
1,1,44,85753,5424,445,222,0.071029585
1,2,108,247074,24632,2479,3452,0.123699782
2,1,55,15190,1381,141,104,0.107044108
1,2,13,66394,2328,283,248,0.04306112
3,3,34,7335,454,51,59,0.076891616
3,2,60,187711,3826,727,216,0.025406076
2,1,85,161850,8345,1319,588,0.063342601
3,3,108,151631,8654,538,525,0.064083202
3,2,48,175413,6731,699,382,0.044534898
1,3,63,23557,1262,88,108,0.061892431
3,2,19,103092,9566,879,871,0.109766034
2,1,72,258220,14205,2753,425,0.067318566
1,1,74,177853,15080,2349,1621,0.107110929
1,3,65,244745,9438,483,704,0.043412531
2,3,84,226525,22069,2192,2993,0.120313431
1,3,94,225545,4152,480,561,0.02302423
1,2,105,100074,6274,880,712,0.078601835
2,1,27,25575,2073,259,271,0.101779081
1,3,81,75848,6315,381,883,0.099923531
2,3,51,258947,7210,918,685,0.034033992
2,3,21,9616,443,30,64,0.055844426
3,2,61,197980,13101,1675,1889,0.084175169
3,3,58,166835,6411,557,219,0.043078491
1,3,95,36124,2501,179,219,0.080251356
1,2,56,224369,9892,921,345,0.049730578
2,2,26,138662,5765,374,628,0.048802123
1,3,105,164942,3253,301,388,0.02389931
2,3,87,14534,196,35,26,0.017682675
2,2,43,275065,23428,2250,2448,0.102252195
1,1,103,135763,7339,884,579,0.06483357
2,2,17,56209,3409,436,137,0.070842748
3,1,82,55603,2418,185,87,0.048378685
1,3,116,47377,1056,122,87,0.02670072
3,3,99,41705,2104,374,269,0.065867402
1,1,113,99492,3045,189,358,0.036103405
2,2,70,154836,13221,2491,1778,0.112958227
1,3,114,207816,20534,3709,2575,0.129046849
3,1,56,17783,1600,285,74,0.11016139
2,2,107,275659,15862,1265,730,0.064779311
1,1,105,136142,9057,1110,720,0.079967975
1,2,18,85850,8184,1165,367,0.113174141
1,2,77,245122,14335,931,636,0.064873818
3,2,78,146843,9907,1322,543,0.080167253
3,2,67,98776,6581,1158,150,0.079867579
1,1,75,67206,4955,943,467,0.094708806
2,1,32,247220,16718,1533,1196,0.07866273
2,1,114,115532,8129,758,413,0.080497178
3,1,93,120090,9046,819,338,0.084961279
2,1,50,25936,2147,156,170,0.095350093
3,2,32,93618,4332,496,425,0.056111004
1,3,6,151977,11721,1965,1717,0.101350862
3,3,21,136170,2589,405,137,0.022993317
3,1,63,29020,2578,477,60,0.107339766
1,1,56,191344,6908,714,799,0.044009742
2,3,8,127043,5883,799,297,0.054934156
3,2,81,184411,15181,2504,1259,0.102727061
3,1,86,12985,874,161,109,0.088101656
1,2,7,142355,5377,971,133,0.045527028
2,3,119,134100,4061,486,155,0.035063386
3,3,41,121635,11700,2176,383,0.117227772
1,1,101,49323,882,102,44,0.020842203
3,2,109,39708,412,76,17,0.01271784
1,1,28,73298,5172,861,316,0.086619007
2,3,76,10054,656,54,76,0.07817784
2,2,39,214884,16413,3109,418,0.092794252
2,1,6,76317,5788,499,171,0.084620727
2,1,37,283615,24871,4632,2322,0.112211978
3,1,80,103266,9602,1366,841,0.11435516
3,3,90,127022,10130,1520,826,0.098219206
2,1,81,209028,6460,428,562,0.035641158
2,2,14,175750,9088,544,1058,0.060825036
2,1,85,190397,12900,2518,1224,0.087406839
3,3,66,28527,1670,167,132,0.06902233
2,1,47,124917,3035,536,92,0.029323471
2,3,73,279173,17597,2739,2581,0.082088884
2,3,63,46583,4182,588,213,0.106970354
1,2,13,105061,5007,764,665,0.061259649
2,2,81,73147,5135,325,355,0.07949745
1,1,64,142425,9319,1042,1014,0.079866596
1,3,67,193408,8497,1198,671,0.053596542
2,3,56,48042,2924,526,193,0.075829483
1,2,27,96125,2779,436,277,0.036327698
2,2,34,177068,10473,920,939,0.06964556
3,1,47,78604,6437,1272,323,0.102183095
3,3,72,57918,4535,664,288,0.094737387
3,2,25,124225,5244,656,128,0.048524854
3,1,47,70882,1423,237,64,0.024322113
1,3,77,39822,3265,458,207,0.098689167
2,3,11,9200,311,48,45,0.043913043
2,2,20,52259,772,110,68,0.018178687
2,1,27,13527,677,52,75,0.059436682
3,2,62,12535,959,126,103,0.094774631
3,1,91,151016,12498,1155,1843,0.102611644
2,3,35,116477,11461,1553,1057,0.120804966
3,1,73,14438,390,26,37,0.031375537
2,1,10,224712,8188,694,483,0.041675567
2,1,119,125127,8115,1390,822,0.082532147
2,1,69,75388,6258,693,741,0.102032154
2,1,63,257355,7995,1207,267,0.036793534
2,2,116,204791,9603,1197,791,0.056599167
2,1,32,298498,13956,1411,1044,0.054978593
2,1,22,129365,10292,1279,357,0.092204228
3,3,92,151865,4811,827,309,0.03915978
2,1,81,220526,21432,1976,1919,0.114848136
2,3,101,76135,4259,482,444,0.068102712
3,2,14,165843,5868,471,337,0.04025494
3,2,11,146512,5213,535,427,0.042146718
3,1,41,13289,154,28,17,0.014974791
2,2,100,116568,8430,1415,631,0.08987029
1,1,49,52178,4165,441,592,0.09962053
1,2,90,204769,2645,184,63,0.014123232
3,1,20,68500,4297,485,231,0.073182482
1,1,92,215550,17319,2870,646,0.096659708
3,3,18,119784,5253,297,474,0.050290523
2,3,15,150256,7354,1189,316,0.058959376
1,3,87,71483,3041,462,354,0.053956885
2,3,91,244883,9405,561,1310,0.046046479
